INDEX;ORT;RICHTUNG;BETRAG;MONAT
8478;Bern;Ausgang;63932;7
8479;Zürich;Eingang;61077;8
8480;Basel;Ausgang;40869;10
8481;Lausanne;Eingang;7018;9
8482;Chur;Ausgang;6984;7
8483;Sion;Eingang;55402;9
8484;St. Gallen;Ausgang;42843;2
8485;Bern;Eingang;4631;5
8486;Zürich;Ausgang;47137;3
8487;Basel;Eingang;62740;6
8488;Lausanne;Ausgang;7615;3
8489;Chur;Eingang;1850;9
8490;Sion;Ausgang;63671;5
8491;St. Gallen;Eingang;53536;11
8492;Bern;Ausgang;70888;11
8493;Zürich;Eingang;29073;3
8494;Basel;Ausgang;20708;4
8495;Lausanne;Eingang;22303;7
8496;Chur;Ausgang;58104;9
8497;Sion;Eingang;7672;7
8498;St. Gallen;Ausgang;48217;5
8499;Bern;Eingang;31249;5
8500;Zürich;Ausgang;71505;12
8501;Basel;Eingang;15745;4
8502;Lausanne;Ausgang;20820;6
8503;Chur;Eingang;46023;2
8504;Sion;Ausgang;63966;7
8505;St. Gallen;Eingang;72581;9
8506;Bern;Ausgang;55952;1
8507;Zürich;Eingang;8702;8
8508;Basel;Ausgang;59204;11
8509;Lausanne;Eingang;72953;9
8510;Chur;Ausgang;10864;1
8511;Sion;Eingang;69025;4
8512;St. Gallen;Ausgang;41797;6
8513;Bern;Eingang;59951;3
8514;Zürich;Ausgang;28611;6
8515;Basel;Eingang;75364;10
8516;Lausanne;Ausgang;67034;7
8517;Chur;Eingang;35510;9
8518;Sion;Ausgang;39827;10
8519;St. Gallen;Eingang;63662;10
8520;Bern;Ausgang;44767;10
8521;Zürich;Eingang;64145;8
8522;Basel;Ausgang;35529;1
8523;Lausanne;Eingang;77062;11
8524;Chur;Ausgang;14371;12
8525;Sion;Eingang;53248;11
8526;St. Gallen;Ausgang;68196;12
8527;Bern;Eingang;43833;3
8528;Zürich;Ausgang;73519;3
8529;Basel;Eingang;58499;8
8530;Lausanne;Ausgang;15690;9
8531;Chur;Eingang;27690;7
8532;Sion;Ausgang;8891;11
8533;St. Gallen;Eingang;35181;7
8534;Bern;Ausgang;1883;2
8535;Zürich;Eingang;34412;6
8536;Basel;Ausgang;57836;5
8537;Lausanne;Eingang;42434;4
8538;Chur;Ausgang;73971;9
8539;Sion;Eingang;48873;5
8540;St. Gallen;Ausgang;75677;7
8541;Bern;Eingang;9868;2
8542;Zürich;Ausgang;3936;9
8543;Basel;Eingang;55216;11
8544;Lausanne;Ausgang;10344;1
8545;Chur;Eingang;22402;10
8546;Sion;Ausgang;14061;3
8547;St. Gallen;Eingang;47248;7
8548;Bern;Ausgang;22433;11
8549;Zürich;Eingang;62555;6
8550;Basel;Ausgang;44517;2
8551;Lausanne;Eingang;69373;4
8552;Chur;Ausgang;27224;12
8553;Sion;Eingang;26393;10
8554;St. Gallen;Ausgang;52972;10
8555;Bern;Eingang;62506;12
8556;Zürich;Ausgang;10021;7
8557;Basel;Eingang;14245;12
8558;Lausanne;Ausgang;66615;6
8559;Chur;Eingang;36376;12
8560;Sion;Ausgang;5501;6
8561;St. Gallen;Eingang;10959;12
8562;Bern;Ausgang;47108;2
8563;Zürich;Eingang;46658;10
8564;Basel;Ausgang;26356;3
8565;Lausanne;Eingang;53277;3
8566;Chur;Ausgang;63285;11
8567;Sion;Eingang;33164;12
8568;St. Gallen;Ausgang;8442;7
8569;Bern;Eingang;34390;11
8570;Zürich;Ausgang;73004;8
8571;Basel;Eingang;75579;4
8572;Lausanne;Ausgang;35931;1
8573;Chur;Eingang;54478;2
8574;Sion;Ausgang;13715;3
8575;St. Gallen;Eingang;1655;5
8576;Bern;Ausgang;69445;4
8577;Zürich;Eingang;295;3
8578;Basel;Ausgang;27869;7
8579;Lausanne;Eingang;65284;11
8580;Chur;Ausgang;57274;12
8581;Sion;Eingang;3474;4
8582;St. Gallen;Ausgang;4552;11
8583;Bern;Eingang;22787;5
8584;Zürich;Ausgang;8191;11
8585;Basel;Eingang;47991;7
8586;Lausanne;Ausgang;568;10
8587;Chur;Eingang;39951;3
8588;Sion;Ausgang;32369;6
8589;St. Gallen;Eingang;15552;1
8590;Bern;Ausgang;39769;6
8591;Zürich;Eingang;47136;5
8592;Basel;Ausgang;27878;4
8593;Lausanne;Eingang;59170;11
8594;Chur;Ausgang;16148;6
8595;Sion;Eingang;37652;6
8596;St. Gallen;Ausgang;33472;2
8597;Bern;Eingang;10746;12
8598;Zürich;Ausgang;44039;7
8599;Basel;Eingang;40273;6
8600;Lausanne;Ausgang;51311;11
8601;Chur;Eingang;64364;8
8602;Sion;Ausgang;47671;4
8603;St. Gallen;Eingang;20835;3
8604;Bern;Ausgang;48775;1
8605;Zürich;Eingang;65534;2
8606;Basel;Ausgang;75551;8
8607;Lausanne;Eingang;47003;4
8608;Chur;Ausgang;24155;6
8609;Sion;Eingang;13647;10
8610;St. Gallen;Ausgang;12158;10
8611;Bern;Eingang;6788;2
8612;Zürich;Ausgang;59227;6
8613;Basel;Eingang;15534;8
8614;Lausanne;Ausgang;35934;2
8615;Chur;Eingang;31548;1
8616;Sion;Ausgang;72850;7
8617;St. Gallen;Eingang;63980;12
8618;Bern;Ausgang;35341;12
8619;Zürich;Eingang;13377;12
8620;Basel;Ausgang;14532;7
8621;Lausanne;Eingang;21645;6
8622;Chur;Ausgang;71530;7
8623;Sion;Eingang;70570;1
8624;St. Gallen;Ausgang;43562;12
8625;Bern;Eingang;60586;1
8626;Zürich;Ausgang;57736;6
8627;Basel;Eingang;30971;2
8628;Lausanne;Ausgang;30010;11
8629;Chur;Eingang;36255;3
8630;Sion;Ausgang;44324;11
8631;St. Gallen;Eingang;57437;12
8632;Bern;Ausgang;33595;5
8633;Zürich;Eingang;20724;1
8634;Basel;Ausgang;74138;3
8635;Lausanne;Eingang;7233;11
8636;Chur;Ausgang;43968;3
8637;Sion;Eingang;73606;10
8638;St. Gallen;Ausgang;69484;8
8639;Bern;Eingang;67729;7
8640;Zürich;Ausgang;43418;6
8641;Basel;Eingang;22272;2
8642;Lausanne;Ausgang;22934;9
8643;Chur;Eingang;26709;8
8644;Sion;Ausgang;70665;7
8645;St. Gallen;Eingang;38898;11
8646;Bern;Ausgang;30015;8
8647;Zürich;Eingang;3683;4
8648;Basel;Ausgang;5375;2
8649;Lausanne;Eingang;13533;7
8650;Chur;Ausgang;22927;8
8651;Sion;Eingang;61562;8
8652;St. Gallen;Ausgang;7274;7
8653;Bern;Eingang;63446;10
8654;Zürich;Ausgang;5531;12
8655;Basel;Eingang;4048;4
8656;Lausanne;Ausgang;69082;9
8657;Chur;Eingang;28010;2
8658;Sion;Ausgang;3599;5
8659;St. Gallen;Eingang;50574;9
8660;Bern;Ausgang;20687;11
8661;Zürich;Eingang;7822;9
8662;Basel;Ausgang;53145;3
8663;Lausanne;Eingang;66940;5
8664;Chur;Ausgang;63575;9
8665;Sion;Eingang;50126;9
8666;St. Gallen;Ausgang;37333;7
8667;Bern;Eingang;44808;1
8668;Zürich;Ausgang;69436;8
8669;Basel;Eingang;5378;2
8670;Lausanne;Ausgang;27683;8
8671;Chur;Eingang;53315;5
8672;Sion;Ausgang;66753;11
8673;St. Gallen;Eingang;53594;12
8674;Bern;Ausgang;31857;4
8675;Zürich;Eingang;76332;10
8676;Basel;Ausgang;36952;11
8677;Lausanne;Eingang;51735;10
8678;Chur;Ausgang;60206;11
8679;Sion;Eingang;7247;4
8680;St. Gallen;Ausgang;74396;8
8681;Bern;Eingang;39177;8
8682;Zürich;Ausgang;47900;2
8683;Basel;Eingang;29340;6
8684;Lausanne;Ausgang;7272;5
8685;Chur;Eingang;58289;3
8686;Sion;Ausgang;69893;8
8687;St. Gallen;Eingang;52926;6
8688;Bern;Ausgang;42044;6
8689;Zürich;Eingang;10925;9
8690;Basel;Ausgang;1411;7
8691;Lausanne;Eingang;8363;11
8692;Chur;Ausgang;65090;5
8693;Sion;Eingang;9352;7
8694;St. Gallen;Ausgang;67134;6
8695;Bern;Eingang;7896;9
8696;Zürich;Ausgang;10361;6
8697;Basel;Eingang;41689;10
8698;Lausanne;Ausgang;73017;1
8699;Chur;Eingang;62491;7
8700;Sion;Ausgang;5229;8
8701;St. Gallen;Eingang;35911;2
8702;Bern;Ausgang;3388;8
8703;Zürich;Eingang;62535;8
8704;Basel;Ausgang;18751;11
8705;Lausanne;Eingang;68870;12
8706;Chur;Ausgang;18362;5
8707;Sion;Eingang;8443;12
8708;St. Gallen;Ausgang;4026;11
8709;Bern;Eingang;67453;1
8710;Zürich;Ausgang;18244;9
8711;Basel;Eingang;63151;1
8712;Lausanne;Ausgang;17180;10
8713;Chur;Eingang;42164;6
8714;Sion;Ausgang;55813;5
8715;St. Gallen;Eingang;30118;7
8716;Bern;Ausgang;29927;5
8717;Zürich;Eingang;61178;11
8718;Basel;Ausgang;1269;12
8719;Lausanne;Eingang;75549;1
8720;Chur;Ausgang;73937;6
8721;Sion;Eingang;6248;10
8722;St. Gallen;Ausgang;14185;12
8723;Bern;Eingang;41919;4
8724;Zürich;Ausgang;73202;7
8725;Basel;Eingang;6610;7
8726;Lausanne;Ausgang;43169;12
8727;Chur;Eingang;53996;6
8728;Sion;Ausgang;32493;2
8729;St. Gallen;Eingang;1689;2
8730;Bern;Ausgang;4781;3
8731;Zürich;Eingang;35510;6
8732;Basel;Ausgang;35893;3
8733;Lausanne;Eingang;21005;8
8734;Chur;Ausgang;51919;6
8735;Sion;Eingang;22865;12
8736;St. Gallen;Ausgang;29313;12
8737;Bern;Eingang;34962;5
8738;Zürich;Ausgang;45831;1
8739;Basel;Eingang;58252;4
8740;Lausanne;Ausgang;32214;4
8741;Chur;Eingang;25167;5
8742;Sion;Ausgang;27927;10
8743;St. Gallen;Eingang;26561;1
8744;Bern;Ausgang;3464;8
8745;Zürich;Eingang;61893;3
8746;Basel;Ausgang;15424;1
8747;Lausanne;Eingang;60630;12
8748;Chur;Ausgang;29134;5
8749;Sion;Eingang;59762;1
8750;St. Gallen;Ausgang;73070;3
8751;Bern;Eingang;24636;1
8752;Zürich;Ausgang;36574;8
8753;Basel;Eingang;36918;2
8754;Lausanne;Ausgang;31037;10
8755;Chur;Eingang;32763;11
8756;Sion;Ausgang;5032;3
8757;St. Gallen;Eingang;29733;7
8758;Bern;Ausgang;69984;7
8759;Zürich;Eingang;33682;1
8760;Basel;Ausgang;58542;10
8761;Lausanne;Eingang;37456;9
8762;Chur;Ausgang;43598;4
8763;Sion;Eingang;19791;12
8764;St. Gallen;Ausgang;21164;9
8765;Bern;Eingang;5712;4
8766;Zürich;Ausgang;7758;7
8767;Basel;Eingang;46510;7
8768;Lausanne;Ausgang;48696;10
8769;Chur;Eingang;63799;6
8770;Sion;Ausgang;52939;10
8771;St. Gallen;Eingang;71661;8
8772;Bern;Ausgang;58982;10
8773;Zürich;Eingang;42660;11
8774;Basel;Ausgang;19131;6
8775;Lausanne;Eingang;21020;1
8776;Chur;Ausgang;12950;3
8777;Sion;Eingang;4033;1
8778;St. Gallen;Ausgang;67660;8
8779;Bern;Eingang;60675;9
8780;Zürich;Ausgang;69770;4
8781;Basel;Eingang;44943;5
8782;Lausanne;Ausgang;17095;5
8783;Chur;Eingang;9777;11
8784;Sion;Ausgang;38816;2
8785;St. Gallen;Eingang;14627;4
8786;Bern;Ausgang;18642;8
8787;Zürich;Eingang;9085;3
8788;Basel;Ausgang;22680;11
8789;Lausanne;Eingang;46769;3
8790;Chur;Ausgang;20394;4
8791;Sion;Eingang;49338;6
8792;St. Gallen;Ausgang;28909;8
8793;Bern;Eingang;16103;12
8794;Zürich;Ausgang;3084;4
8795;Basel;Eingang;23316;3
8796;Lausanne;Ausgang;41618;5
8797;Chur;Eingang;55568;6
8798;Sion;Ausgang;53022;11
8799;St. Gallen;Eingang;39504;4
8800;Bern;Ausgang;46554;12
8801;Zürich;Eingang;5196;7
8802;Basel;Ausgang;10829;2
8803;Lausanne;Eingang;4318;9
8804;Chur;Ausgang;26381;1
8805;Sion;Eingang;64009;12
8806;St. Gallen;Ausgang;73160;6
8807;Bern;Eingang;37918;3
8808;Zürich;Ausgang;52303;1
8809;Basel;Eingang;19841;9
8810;Lausanne;Ausgang;5724;11
8811;Chur;Eingang;49854;1
8812;Sion;Ausgang;16099;2
8813;St. Gallen;Eingang;35722;7
8814;Bern;Ausgang;25633;5
8815;Zürich;Eingang;44405;8
8816;Basel;Ausgang;44937;8
8817;Lausanne;Eingang;32102;10
8818;Chur;Ausgang;54950;4
8819;Sion;Eingang;65887;9
8820;St. Gallen;Ausgang;1123;2
8821;Bern;Eingang;57116;11
8822;Zürich;Ausgang;21730;1
8823;Basel;Eingang;2712;9
8824;Lausanne;Ausgang;30702;8
8825;Chur;Eingang;1343;6
8826;Sion;Ausgang;15594;3
8827;St. Gallen;Eingang;42529;5
8828;Bern;Ausgang;1172;8
8829;Zürich;Eingang;77194;9
8830;Basel;Ausgang;44908;9
8831;Lausanne;Eingang;18356;3
8832;Chur;Ausgang;52736;1
8833;Sion;Eingang;52182;9
8834;St. Gallen;Ausgang;13625;9
8835;Bern;Eingang;25290;7
8836;Zürich;Ausgang;17776;11
8837;Basel;Eingang;48094;4
8838;Lausanne;Ausgang;50644;2
8839;Chur;Eingang;68116;2
8840;Sion;Ausgang;1118;7
8841;St. Gallen;Eingang;6785;2
8842;Bern;Ausgang;37914;4
8843;Zürich;Eingang;37762;5
8844;Basel;Ausgang;16425;12
8845;Lausanne;Eingang;65690;10
8846;Chur;Ausgang;73725;10
8847;Sion;Eingang;27023;6
8848;St. Gallen;Ausgang;53421;1
8849;Bern;Eingang;8753;3
8850;Zürich;Ausgang;31928;1
8851;Basel;Eingang;57972;10
8852;Lausanne;Ausgang;63805;6
8853;Chur;Eingang;67924;9
8854;Sion;Ausgang;42316;4
8855;St. Gallen;Eingang;1574;5
8856;Bern;Ausgang;46371;4
8857;Zürich;Eingang;64945;5
8858;Basel;Ausgang;56675;2
8859;Lausanne;Eingang;36634;8
8860;Chur;Ausgang;6487;6
8861;Sion;Eingang;70174;11
8862;St. Gallen;Ausgang;54059;12
8863;Bern;Eingang;3203;2
8864;Zürich;Ausgang;69730;10
8865;Basel;Eingang;18950;10
8866;Lausanne;Ausgang;51507;5
8867;Chur;Eingang;16915;4
8868;Sion;Ausgang;69471;5
8869;St. Gallen;Eingang;68565;7
8870;Bern;Ausgang;46122;7
8871;Zürich;Eingang;21389;6
8872;Basel;Ausgang;43531;7
8873;Lausanne;Eingang;28985;12
8874;Chur;Ausgang;57716;1
8875;Sion;Eingang;66150;12
8876;St. Gallen;Ausgang;65952;4
8877;Bern;Eingang;59501;3
8878;Zürich;Ausgang;76162;7
8879;Basel;Eingang;65634;5
8880;Lausanne;Ausgang;61656;6
8881;Chur;Eingang;15976;9
8882;Sion;Ausgang;1478;11
8883;St. Gallen;Eingang;46035;11
8884;Bern;Ausgang;53330;3
8885;Zürich;Eingang;49162;12
8886;Basel;Ausgang;39773;6
8887;Lausanne;Eingang;47176;5
8888;Chur;Ausgang;69068;5
8889;Sion;Eingang;3063;8
8890;St. Gallen;Ausgang;49762;10
8891;Bern;Eingang;61251;3
8892;Zürich;Ausgang;1311;12
8893;Basel;Eingang;38068;9
8894;Lausanne;Ausgang;62548;1
8895;Chur;Eingang;30904;8
8896;Sion;Ausgang;24484;11
8897;St. Gallen;Eingang;25622;12
8898;Bern;Ausgang;12088;12
8899;Zürich;Eingang;48666;12
8900;Basel;Ausgang;64539;6
8901;Lausanne;Eingang;45176;12
8902;Chur;Ausgang;23079;5
8903;Sion;Eingang;5655;6
8904;St. Gallen;Ausgang;77044;1
8905;Bern;Eingang;31865;7
8906;Zürich;Ausgang;15709;5
8907;Basel;Eingang;1965;7
8908;Lausanne;Ausgang;58686;10
8909;Chur;Eingang;4279;10
8910;Sion;Ausgang;43600;3
8911;St. Gallen;Eingang;55311;10
8912;Bern;Ausgang;40168;12
8913;Zürich;Eingang;50234;5
8914;Basel;Ausgang;22545;2
8915;Lausanne;Eingang;77435;6
8916;Chur;Ausgang;51055;10
8917;Sion;Eingang;51072;7
8918;St. Gallen;Ausgang;34699;9
8919;Bern;Eingang;56928;7
8920;Zürich;Ausgang;47421;6
8921;Basel;Eingang;18519;12
8922;Lausanne;Ausgang;24805;3
8923;Chur;Eingang;48228;7
8924;Sion;Ausgang;1060;6
8925;St. Gallen;Eingang;75024;8
8926;Bern;Ausgang;62450;3
8927;Zürich;Eingang;57495;2
8928;Basel;Ausgang;24294;8
8929;Lausanne;Eingang;22878;1
8930;Chur;Ausgang;52614;12
8931;Sion;Eingang;77288;11
8932;St. Gallen;Ausgang;33853;11
8933;Bern;Eingang;64941;10
8934;Zürich;Ausgang;22898;7
8935;Basel;Eingang;25383;6
8936;Lausanne;Ausgang;20996;3
8937;Chur;Eingang;68729;1
8938;Sion;Ausgang;27384;4
8939;St. Gallen;Eingang;6229;12
8940;Bern;Ausgang;46818;5
8941;Zürich;Eingang;66096;5
8942;Basel;Ausgang;75394;5
8943;Lausanne;Eingang;65330;8
8944;Chur;Ausgang;17168;5
8945;Sion;Eingang;3527;7
8946;St. Gallen;Ausgang;58604;8
8947;Bern;Eingang;20987;6
8948;Zürich;Ausgang;27945;10
8949;Basel;Eingang;56800;9
8950;Lausanne;Ausgang;22021;4
8951;Chur;Eingang;26757;11
8952;Sion;Ausgang;63471;8
8953;St. Gallen;Eingang;22894;7
8954;Bern;Ausgang;49412;10
8955;Zürich;Eingang;22416;10
8956;Basel;Ausgang;25214;6
8957;Lausanne;Eingang;50919;4
8958;Chur;Ausgang;28716;4
8959;Sion;Eingang;69166;11
8960;St. Gallen;Ausgang;72076;7
8961;Bern;Eingang;72452;5
8962;Zürich;Ausgang;56559;12
8963;Basel;Eingang;24595;2
8964;Lausanne;Ausgang;60799;11
8965;Chur;Eingang;41799;10
8966;Sion;Ausgang;37373;5
8967;St. Gallen;Eingang;25341;1
8968;Bern;Ausgang;72823;1
8969;Zürich;Eingang;27653;4
8970;Basel;Ausgang;27708;8
8971;Lausanne;Eingang;60715;9
8972;Chur;Ausgang;47174;2
8973;Sion;Eingang;46691;3
8974;St. Gallen;Ausgang;72804;9
8975;Bern;Eingang;45466;9
8976;Zürich;Ausgang;9928;6
8977;Basel;Eingang;73578;1
8978;Lausanne;Ausgang;26086;3
8979;Chur;Eingang;59125;7
8980;Sion;Ausgang;44491;7
8981;St. Gallen;Eingang;412;9
8982;Bern;Ausgang;61358;4
8983;Zürich;Eingang;13871;11
8984;Basel;Ausgang;68721;9
8985;Lausanne;Eingang;23373;10
8986;Chur;Ausgang;32857;11
8987;Sion;Eingang;37066;3
8988;St. Gallen;Ausgang;11285;1
8989;Bern;Eingang;28195;7
8990;Zürich;Ausgang;32428;1
8991;Basel;Eingang;37649;12
8992;Lausanne;Ausgang;23236;1
8993;Chur;Eingang;45095;1
8994;Sion;Ausgang;56882;11
8995;St. Gallen;Eingang;61034;9
8996;Bern;Ausgang;11657;8
8997;Zürich;Eingang;30843;1
8998;Basel;Ausgang;69354;2
8999;Lausanne;Eingang;18875;4
9000;Chur;Ausgang;8572;11
9001;Sion;Eingang;49142;3
9002;St. Gallen;Ausgang;60614;2
9003;Bern;Eingang;57522;8
9004;Zürich;Ausgang;45297;5
9005;Basel;Eingang;70209;3
9006;Lausanne;Ausgang;62110;2
9007;Chur;Eingang;47703;4
9008;Sion;Ausgang;44065;1
9009;St. Gallen;Eingang;12097;12
9010;Bern;Ausgang;12721;5
9011;Zürich;Eingang;33912;12
9012;Basel;Ausgang;8679;3
9013;Lausanne;Eingang;53313;11
9014;Chur;Ausgang;46627;1
9015;Sion;Eingang;49897;9
9016;St. Gallen;Ausgang;46578;9
9017;Bern;Eingang;39046;4
9018;Zürich;Ausgang;59095;3
9019;Basel;Eingang;48162;3
9020;Lausanne;Ausgang;45142;4
9021;Chur;Eingang;34303;9
9022;Sion;Ausgang;47511;10
9023;St. Gallen;Eingang;45506;6
9024;Bern;Ausgang;55289;12
9025;Zürich;Eingang;12223;7
9026;Basel;Ausgang;61139;7
9027;Lausanne;Eingang;21700;10
9028;Chur;Ausgang;39133;8
9029;Sion;Eingang;55209;10
9030;St. Gallen;Ausgang;63042;11
9031;Bern;Eingang;10417;6
9032;Zürich;Ausgang;20847;7
9033;Basel;Eingang;37820;2
9034;Lausanne;Ausgang;3846;4
9035;Chur;Eingang;59103;11
9036;Sion;Ausgang;24757;4
9037;St. Gallen;Eingang;35527;9
9038;Bern;Ausgang;7597;8
9039;Zürich;Eingang;60744;7
9040;Basel;Ausgang;45041;11
9041;Lausanne;Eingang;9058;8
9042;Chur;Ausgang;60075;12
9043;Sion;Eingang;59431;4
9044;St. Gallen;Ausgang;63821;11
9045;Bern;Eingang;37584;7
9046;Zürich;Ausgang;51343;1
9047;Basel;Eingang;51393;2
9048;Lausanne;Ausgang;71232;5
9049;Chur;Eingang;63621;7
9050;Sion;Ausgang;23175;5
9051;St. Gallen;Eingang;76687;12
9052;Bern;Ausgang;17359;1
9053;Zürich;Eingang;65119;4
9054;Basel;Ausgang;53367;2
9055;Lausanne;Eingang;62041;3
9056;Chur;Ausgang;17659;4
9057;Sion;Eingang;56094;1
9058;St. Gallen;Ausgang;34367;11
9059;Bern;Eingang;46088;10
9060;Zürich;Ausgang;33049;7
9061;Basel;Eingang;34583;2
9062;Lausanne;Ausgang;18916;4
9063;Chur;Eingang;9607;5
9064;Sion;Ausgang;37216;12
9065;St. Gallen;Eingang;37218;11
9066;Bern;Ausgang;22482;4
9067;Zürich;Eingang;76913;7
9068;Basel;Ausgang;70461;10
9069;Lausanne;Eingang;68127;7
9070;Chur;Ausgang;66481;2
9071;Sion;Eingang;47380;5
9072;St. Gallen;Ausgang;71069;10
9073;Bern;Eingang;30222;10
9074;Zürich;Ausgang;62102;4
9075;Basel;Eingang;53284;12
9076;Lausanne;Ausgang;7541;4
9077;Chur;Eingang;58227;8
9078;Sion;Ausgang;331;10
9079;St. Gallen;Eingang;47606;2
9080;Bern;Ausgang;20270;4
9081;Zürich;Eingang;66903;4
9082;Basel;Ausgang;12569;9
9083;Lausanne;Eingang;72597;12
9084;Chur;Ausgang;17997;11
9085;Sion;Eingang;56245;12
9086;St. Gallen;Ausgang;4760;5
9087;Bern;Eingang;59322;6
9088;Zürich;Ausgang;29318;6
9089;Basel;Eingang;72105;10
9090;Lausanne;Ausgang;46755;1
9091;Chur;Eingang;56513;12
9092;Sion;Ausgang;31395;6
9093;St. Gallen;Eingang;9161;11
9094;Bern;Ausgang;67559;8
9095;Zürich;Eingang;834;2
9096;Basel;Ausgang;57112;10
9097;Lausanne;Eingang;76366;11
9098;Chur;Ausgang;24066;6
9099;Sion;Eingang;75587;6
9100;St. Gallen;Ausgang;73252;2
9101;Bern;Eingang;39895;8
9102;Zürich;Ausgang;75276;9
9103;Basel;Eingang;9125;12
9104;Lausanne;Ausgang;27939;2
9105;Chur;Eingang;47430;9
9106;Sion;Ausgang;46748;11
9107;St. Gallen;Eingang;6757;4
9108;Bern;Ausgang;19112;4
9109;Zürich;Eingang;3218;9
9110;Basel;Ausgang;13064;11
9111;Lausanne;Eingang;31203;4
9112;Chur;Ausgang;2613;6
9113;Sion;Eingang;3147;12
9114;St. Gallen;Ausgang;49108;9
9115;Bern;Eingang;7184;2
9116;Zürich;Ausgang;37377;12
9117;Basel;Eingang;70023;12
9118;Lausanne;Ausgang;59186;12
9119;Chur;Eingang;63400;10
9120;Sion;Ausgang;3256;4
9121;St. Gallen;Eingang;21339;10
9122;Bern;Ausgang;58651;8
9123;Zürich;Eingang;76757;10
9124;Basel;Ausgang;26515;6
9125;Lausanne;Eingang;40647;10
9126;Chur;Ausgang;33260;2
9127;Sion;Eingang;70554;3
9128;St. Gallen;Ausgang;34207;11
9129;Bern;Eingang;32920;8
9130;Zürich;Ausgang;49820;12
9131;Basel;Eingang;12674;5
9132;Lausanne;Ausgang;65290;4
9133;Chur;Eingang;16306;11
9134;Sion;Ausgang;42233;2
9135;St. Gallen;Eingang;58399;3
9136;Bern;Ausgang;63323;4
9137;Zürich;Eingang;41570;6
9138;Basel;Ausgang;11343;4
9139;Lausanne;Eingang;65762;2
9140;Chur;Ausgang;2303;6
9141;Sion;Eingang;18058;9
9142;St. Gallen;Ausgang;69463;12
9143;Bern;Eingang;47777;8
9144;Zürich;Ausgang;48078;3
9145;Basel;Eingang;34539;9
9146;Lausanne;Ausgang;62362;9
9147;Chur;Eingang;63387;10
9148;Sion;Ausgang;20236;6
9149;St. Gallen;Eingang;28854;8
9150;Bern;Ausgang;47563;11
9151;Zürich;Eingang;61253;9
9152;Basel;Ausgang;43792;4
9153;Lausanne;Eingang;4601;1
9154;Chur;Ausgang;44035;1
9155;Sion;Eingang;22420;6
9156;St. Gallen;Ausgang;55752;7
9157;Bern;Eingang;12345;7
9158;Zürich;Ausgang;43879;3
9159;Basel;Eingang;33617;10
9160;Lausanne;Ausgang;52829;1
9161;Chur;Eingang;64611;7
9162;Sion;Ausgang;14063;2
9163;St. Gallen;Eingang;45780;3
9164;Bern;Ausgang;50738;6
9165;Zürich;Eingang;49603;11
9166;Basel;Ausgang;45982;4
9167;Lausanne;Eingang;27437;6
9168;Chur;Ausgang;58195;2
9169;Sion;Eingang;63523;3
9170;St. Gallen;Ausgang;62039;6
9171;Bern;Eingang;24857;11
9172;Zürich;Ausgang;34454;4
9173;Basel;Eingang;29278;1
9174;Lausanne;Ausgang;14771;6
9175;Chur;Eingang;66114;6
9176;Sion;Ausgang;58905;3
9177;St. Gallen;Eingang;11828;7
9178;Bern;Ausgang;7355;4
9179;Zürich;Eingang;39374;12
9180;Basel;Ausgang;44685;12
9181;Lausanne;Eingang;11822;8
9182;Chur;Ausgang;71976;5
9183;Sion;Eingang;60472;7
9184;St. Gallen;Ausgang;40019;9
9185;Bern;Eingang;56672;3
9186;Zürich;Ausgang;16849;3
9187;Basel;Eingang;57138;9
9188;Lausanne;Ausgang;18354;11
9189;Chur;Eingang;37440;6
9190;Sion;Ausgang;8598;8
9191;St. Gallen;Eingang;6269;5
9192;Bern;Ausgang;11162;1
9193;Zürich;Eingang;3878;1
9194;Basel;Ausgang;30287;11
9195;Lausanne;Eingang;36645;9
9196;Chur;Ausgang;23132;7
9197;Sion;Eingang;7234;12
9198;St. Gallen;Ausgang;19698;10
9199;Bern;Eingang;25413;2
9200;Zürich;Ausgang;46336;6
9201;Basel;Eingang;61104;5
9202;Lausanne;Ausgang;68632;11
9203;Chur;Eingang;3488;9
9204;Sion;Ausgang;15321;6
9205;St. Gallen;Eingang;69313;12
9206;Bern;Ausgang;15012;8
9207;Zürich;Eingang;76816;1
9208;Basel;Ausgang;51924;2
9209;Lausanne;Eingang;60187;1
9210;Chur;Ausgang;71902;4
9211;Sion;Eingang;64570;6
9212;St. Gallen;Ausgang;64650;11
9213;Bern;Eingang;43012;9
9214;Zürich;Ausgang;33679;7
9215;Basel;Eingang;22911;2
9216;Lausanne;Ausgang;33408;10
9217;Chur;Eingang;77279;3
9218;Sion;Ausgang;31373;5
9219;St. Gallen;Eingang;31046;5
9220;Bern;Ausgang;61794;12
9221;Zürich;Eingang;25404;3
9222;Basel;Ausgang;42012;8
9223;Lausanne;Eingang;17991;1
9224;Chur;Ausgang;73388;5
9225;Sion;Eingang;51585;4
9226;St. Gallen;Ausgang;30561;5
9227;Bern;Eingang;36395;11
9228;Zürich;Ausgang;61394;10
9229;Basel;Eingang;67443;3
9230;Lausanne;Ausgang;3912;5
9231;Chur;Eingang;41843;7
9232;Sion;Ausgang;20455;11
9233;St. Gallen;Eingang;38834;12
9234;Bern;Ausgang;33898;9
9235;Zürich;Eingang;51930;1
9236;Basel;Ausgang;68473;12
9237;Lausanne;Eingang;38728;6
9238;Chur;Ausgang;18297;1
